id,input_text,labels
kzp_train_043507,өзін ашуландырған адамдар мен құдайларды құдіретті зевс алтын жебелермен жай оғымен жайратады-мыс гректер жерді тербетуші теңіз құдайы посейдоннан қаһарлы зевстен кем қырықпаған,O O O O O O O O O O O PERIOD O O O O O O O O O PERIOD
kzp_train_039308,сунь ятсен 孫逸仙 қараша жыл наурыз жыл қытайлық революционер гоминьдан kmt партиясының негізін қалаушы құрметті қоғам қайраткері жылы сунь ятсен ұлт әкесі титулын алды,O O COMMA COMMA O COMMA O O COMMA O O O O COMMA O O PERIOD O O O O O O PERIOD
kzp_train_050998,қарахан мемлекетінің негізін сатұқ боғра хан қай жылы қалаған,O O O O O O O O QUESTION
kzp_train_001270,варшава мен брюссельдің қарым-қатынасы польша ео-ның міндетті квотасы бойынша таяу шығыс пен африкадан шыққан босқындарды қабылдаудан бас тартқан соң шиеленісе түскен польша билігі брюссельді қысым жасайды деп айыптайды,O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O PERIOD
kzp_train_038706,өсекші қыз нью-йорктің қай бөлігінде ойнайды,O O O O O QUESTION
kzp_train_007841,өзің парасатты деп санайтын адамдардың бірімен сөйлесіп сұхбаттасып парасаттылықтың сырын және ол адамның бойындағы жақсы қасиеттерді байқап анықтап дәптерге жаз түйген ойыңды сыныптастарыңның пікірімен салыстырып қорытынды жасаңдар,O O O O O O COMMA O O O O O O O O O COMMA COMMA O PERIOD O O O O COMMA O PERIOD
kzp_train_028286,пиза мұнарасы torre pendente di pisa ғасырлардағы италиядағы роман-готика архитектурасының ескерткіші пиза мұнарасы пиза қаласында орналасқан,O O O O O O O O O O PERIOD O O O O PERIOD
kzp_train_038355,ted міндеті идея тарату идея аясында тегін білім беретін ойшылдар ойынан шабыт алатын бір-біріне жақын қауымдастық құру идея адамның құлқын өмірін өзгерту арқылы әлемді өзгерте алады,O O O COMMA O O O O COMMA O O O O O O O PERIOD O O COMMA O O O O O PERIOD
kzp_train_002710,ақпараттық-коммуникациялық технологияларды интерактивтік тақта компьютер телефон теледидар т.б орнымен қолдану арқылы оқушылардың қазақ тілін үйренуге деген қызығушылығын үнемі арттырып отыруды қамту,O O O COMMA COMMA COMMA O PERIOD O O O O O O O O O O O O O
kzp_train_018502,айтуға оңай.. ток-шоуы тұрмыстық-әлеуметтік мәселелерді өзекті оқиғаларды талқыға салады,O PERIOD O O COMMA O O O PERIOD
kzp_train_003780,"біз соңғы жылдары қазақстандықтардың баспана алу мүмкіндіктерін кеңейту үшін көп нәрсе жасадық жылы 11,2 миллион шаршы метр тұрғын үй пайдалануға берілді",O O O O O O O O O O O PERIOD O O O O O O O O PERIOD
kzp_train_048144,түзілген қышқылда р және олардың қосылыстары жауған жауын- шашынның құрамында қардың жер бетіндегі су айдындарында және топырақтың құрамында кездесіп экожүйелерге жағымсыз әсер етуде күкірт диоксиді және азот оксидтерімен болатын қышқыл жаңбырлар орман биоценоздарына үлкен зиян әкелуде,O O O O O O O O O COMMA COMMA O O O O O O O O O O O PERIOD O O O O O O O O O O O O PERIOD
